Make,Model,Year,Price,Mileage,Body_Type,Cylinders,Transmission,Fuel_Type,Color,Location
hyundai,tucson,2006,45508,168726,SUV,6,Automatic Transmission,Gasoline,Brown, Dubai
land-rover,range-rover,2024,136705,199011,SUV,8,Automatic Transmission,Gasoline,White, Dubai
bmw,x5,2022,59299,213917,SUV,8,Automatic Transmission,Gasoline,Brown, Dubai
mclaren,other,2022,1610360,64180,Sports Car,8,Automatic Transmission,Gasoline,Blue, Dubai
lamborghini,gallardo,2017,430181,156977,Coupe,10,Automatic Transmission,Gasoline,Yellow, Dubai
jaguar,xk,2021,125162,32488,Coupe,8,Automatic Transmission,Gasoline,Grey, Dubai
mercedes-benz,glc,2011,211355,96344,SUV,4,Automatic Transmission,Gasoline,White, Abu Dhabi
toyota,rush,2024,57354,204303,SUV,4,Automatic Transmission,Gasoline,White,Sharjah
porsche,carrera,2015,193615,117748,Sports Car,6,Automatic Transmission,Gasoline,White, Dubai
mercedes-benz,g-class,2007,1272876,194410,SUV,8,Automatic Transmission,Gasoline,Grey, Dubai
mitsubishi,pajero,2011,34259,281680,SUV,6,Automatic Transmission,Gasoline,White,Abu Dhabi
mercedes-benz,g-class,2022,146553,295444,SUV,8,Automatic Transmission,Gasoline,Burgundy, Dubai
lamborghini,huracan,2006,1309844,51391,Sports Car,10,Automatic Transmission,Gasoline,Blue, Dubai
land-rover,range-rover,2013,169128,71512,SUV,8,Automatic Transmission,Gasoline,Grey, Dubai
ford,f-series-pickup,2010,178456,100185,Pick Up Truck,6,Automatic Transmission,Gasoline,Black, Dubai
bmw,x5,2020,87728,156503,SUV,8,Automatic Transmission,Gasoline,White, Dubai
jeep,wrangler-unlimited,2022,107223,280600,Hard Top Convertible,6,Automatic Transmission,Gasoline,Grey, Dubai
chevrolet,tahoe,2017,215345,239008,SUV,8,Automatic Transmission,Gasoline,White, Dubai
bmw,6-series,2018,92975,253615,Sedan,8,Automatic Transmission,Gasoline,White, Dubai
jeep,grand-cherokee,2016,25244,173411,SUV,6,Automatic Transmission,Gasoline,Red, Sharjah
bmw,x4,2006,340471,275869,SUV,4,Automatic Transmission,Gasoline,White, Dubai
porsche,cayenne,2018,179091,266684,SUV,6,Automatic Transmission,Gasoline,White, Dubai
nissan,patrol,2020,178957,16452,SUV,8,Automatic Transmission,Gasoline,White, Dubai
lexus,lx-series,2008,197761,236736,SUV,8,Automatic Transmission,Gasoline,Black, Dubai
lexus,rx-series,2005,76571,123348,Crossover,6,Automatic Transmission,Gasoline,White, Dubai
jeep,wrangler-unlimited,2024,197569,187119,SUV,6,Automatic Transmission,Gasoline,Silver, Abu Dhabi
toyota,tundra,2007,144326,244491,Wagon,8,Automatic Transmission,Gasoline,White, Sharjah
mercedes-benz,cla,2010,125262,41359,Sedan,4,Automatic Transmission,Gasoline,White, Dubai
mercedes-benz,gle-class,2021,264260,75753,SUV,6,Automatic Transmission,Gasoline,White, Dubai
mercedes-benz,s-class,2013,622940,201297,Sedan,6,Automatic Transmission,Gasoline,Green, Dubai
toyota,fj-cruiser,2011,104415,152651,SUV,6,Automatic Transmission,Gasoline,White, Dubai
toyota,hiace,2023,44380,240411,Other,4,Manual Transmission,Gasoline,White, Sharjah
mitsubishi,pajero,2024,41389,13111,SUV,6,Automatic Transmission,Gasoline,Black, Dubai
honda,crosstour,2013,52894,266374,SUV,6,Automatic Transmission,Gasoline,Green, Dubai
mercedes-benz,glc,2007,263968,126951,Coupe,4,Automatic Transmission,Gasoline,White, Dubai
jaguar,f-type,2019,178745,11600,Coupe,6,Automatic Transmission,Gasoline,White, Dubai
lamborghini,urus,2024,1070388,196264,SUV,8,Automatic Transmission,Gasoline,Grey, Dubai
nissan,patrol,2016,50231,62207,SUV,8,Automatic Transmission,Gasoline,White, Dubai
porsche,carrera,2021,756776,283951,Coupe,6,Manual Transmission,Gasoline,Red, Dubai
nissan,altima,2015,64537,110758,Sedan,4,Automatic Transmission,Gasoline,Black, Sharjah
jeep,grand-cherokee,2019,84046,158332,SUV,8,Automatic Transmission,Gasoline,White, Dubai
land-rover,range-rover,2013,199468,137356,SUV,5,Automatic Transmission,Gasoline,White, Dubai
land-rover,range-rover-velar,2024,268593,54613,SUV,4,Automatic Transmission,Gasoline,Red, Dubai
volkswagen,id6,2008,147630,182987,Crossover,4,Automatic Transmission,Electric,Burgundy, Dubai
mercedes-benz,s-class,2024,54640,256738,Sedan,8,Automatic Transmission,Gasoline,Black, Dubai
nissan,pathfinder,2020,37783,69575,SUV,6,Automatic Transmission,Gasoline,Brown, Dubai
honda,cr-v,2020,71314,250514,SUV,4,Automatic Transmission,Gasoline,Silver, Dubai
toyota,86,2015,74452,191233,Coupe,4,Automatic Transmission,Gasoline,White, Dubai
honda,cr-v,2023,97205,10494,SUV,4,Automatic Transmission,Gasoline,Orange, Dubai
ford,mustang,2021,47971,195531,Coupe,8,Automatic Transmission,Gasoline,Blue, Dubai
toyota,land-cruiser,2013,296375,32843,SUV,6,Automatic Transmission,Diesel,White, Dubai
nissan,patrol,2007,154327,166492,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai
nissan,altima,2009,86473,291377,Sedan,4,Automatic Transmission,Gasoline,White, Dubai
nissan,patrol,2008,119430,110640,SUV,6,Automatic Transmission,Gasoline,Black, Sharjah
ford,edge,2021,41366,202245,SUV,6,Automatic Transmission,Gasoline,Brown, Abu Dhabi
nissan,versa,2019,22157,220922,Sedan,4,Automatic Transmission,Gasoline,Red, Dubai
hyundai,elantra,2018,58135,53481,Sedan,4,Automatic Transmission,Gasoline,Grey, Dubai
ford,expedition,2006,29271,286953,SUV,8,Automatic Transmission,Gasoline,Blue, Dubai
porsche,carrera,2021,489896,25506,Coupe,6,Automatic Transmission,Gasoline,Silver, Abu Dhabi
porsche,carrera,2011,326439,286324,Sports Car,6,Automatic Transmission,Gasoline,Grey, Dubai
nissan,van,2015,33977,136581,Other,4,Manual Transmission,Gasoline,White, Dubai
ferrari,f8-tributo-spider,2013,1671095,189822,Coupe,8,Automatic Transmission,Gasoline,Black, Dubai
lincoln,mkx,2016,28982,139936,SUV,6,Automatic Transmission,Gasoline,Brown, Dubai
porsche,carrera,2024,491954,49313,Coupe,6,Automatic Transmission,Gasoline,White, Dubai
mercedes-benz,v-class,2006,457377,153057,Van,4,Automatic Transmission,Gasoline,Black, Dubai
mercedes-benz,glc,2005,150121,88220,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai
toyota,hiace,2008,83020,14327,Van,6,Manual Transmission,Gasoline,White, Dubai
nissan,patrol,2013,283270,178015,SUV,8,Automatic Transmission,Gasoline,Black, Dubai
rolls-royce,cullinan,2011,2303019,113722,SUV,12,Automatic Transmission,Gasoline,Black, Dubai
nissan,sunny,2022,34996,57450,Sedan,4,Automatic Transmission,Gasoline,White, Dubai
land-rover,defender,2019,313982,57510,SUV,6,Automatic Transmission,Gasoline,Silver, Dubai
land-rover,range-rover-sport,2009,154991,246743,SUV,6,Automatic Transmission,Gasoline,Black, Sharjah
mercedes-benz,s-class,2023,268661,225060,Coupe,8,Automatic Transmission,Gasoline,White, Dubai
ford,expedition,2021,176424,201837,SUV,6,Automatic Transmission,Gasoline,White, Dubai
bmw,5-series,2008,22611,39776,Sedan,4,Automatic Transmission,Gasoline,Silver, Dubai
jeep,wrangler-unlimited,2017,175724,277695,SUV,6,Automatic Transmission,Gasoline,Red, Dubai
tesla,model-3,2020,191127,51756,Sedan,4,Automatic Transmission,Electric,Black, Dubai
honda,pilot,2010,31081,250261,SUV,6,Automatic Transmission,Gasoline,Burgundy, Dubai
mini,cooper,2008,44413,63568,Coupe,4,Automatic Transmission,Gasoline,Red,Sharjah
audi,s3rs3,2007,134191,166235,Sedan,4,Automatic Transmission,Gasoline,White, Dubai
mercedes-benz,s-class,2021,459609,83754,Sedan,8,Automatic Transmission,Gasoline,White, Dubai
bmw,x5,2018,73864,114574,SUV,8,Automatic Transmission,Gasoline,White, Dubai
nissan,patrol,2011,229312,85135,SUV,8,Automatic Transmission,Gasoline,Grey, Sharjah
nissan,patrol,2020,226147,31883,SUV,6,Automatic Transmission,Gasoline,White, Abu Dhabi
volkswagen,touareg,2012,130909,156691,SUV,6,Automatic Transmission,Gasoline,White, Dubai
mercedes-benz,gl-class,2007,32533,201675,SUV,8,Automatic Transmission,Gasoline,Blue, Abu Dhabi
mercedes-benz,gle-class,2019,258239,263002,SUV,4,Automatic Transmission,Gasoline,White, Dubai
mercedes-benz,v-class,2009,202760,193668,Coupe,4,Automatic Transmission,Gasoline,Black, Dubai
maserati,ghibli,2010,140244,82730,Sedan,6,Automatic Transmission,Gasoline,Gold, Dubai
gmc,savana,2010,93220,197118,Van,6,Automatic Transmission,Gasoline,White, Dubai
volkswagen,gti,2009,40171,168557,Hatchback,4,Automatic Transmission,Gasoline,Silver, Dubai
ford,ecosport,2020,17287,87108,SUV,4,Automatic Transmission,Gasoline,Yellow, Dubai
ford,f-series-pickup,2011,208806,194971,Pick Up Truck,6,Automatic Transmission,Gasoline,Blue, Dubai
dodge,ram,2008,78750,83019,Pick Up Truck,8,Automatic Transmission,Gasoline,Black, Abu Dhabi
nissan,altima,2022,39425,108777,Sedan,4,Automatic Transmission,Gasoline,Blue, Abu Dhabi
lincoln,navigator,2008,205446,128710,SUV,6,Automatic Transmission,Gasoline,Black, Sharjah
mercedes-benz,slk-class,2021,24017,83127,Hard Top Convertible,4,Automatic Transmission,Gasoline,Red, Dubai
toyota,fj-cruiser,2013,118067,163928,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai
bmw,3-series,2005,45068,259903,Coupe,4,Manual Transmission,Gasoline,Grey, Dubai
bmw,4-series,2009,130132,92917,Coupe,6,Automatic Transmission,Gasoline,Black, Dubai
ford,f-series-pickup,2016,229530,32999,Pick Up Truck,6,Automatic Transmission,Gasoline,Grey, Dubai
bmw,x5,2023,145105,72884,SUV,6,Automatic Transmission,Gasoline,Silver, Dubai
jeep,grand-cherokee,2015,128000,244408,SUV,8,Automatic Transmission,Gasoline,Black, Dubai
porsche,carrera,2006,404200,139928,Sports Car,6,Automatic Transmission,Gasoline,Grey, Dubai
dodge,durango,2010,26386,143720,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai
mercedes-benz,gt,2021,321033,213574,Coupe,8,Automatic Transmission,Gasoline,Red, Dubai
ford,explorer,2007,45096,231548,SUV,6,Automatic Transmission,Gasoline,Silver, Abu Dhabi
chevrolet,equinox,2024,62515,294611,SUV,4,Automatic Transmission,Gasoline,Black, Dubai
toyota,rav-4,2019,14648,90082,SUV,4,Automatic Transmission,Gasoline,Gold, Sharjah
cadillac,escalade,2017,404385,298981,SUV,8,Automatic Transmission,Gasoline,White, Dubai
gmc,yukon,2019,300886,146464,SUV,8,Automatic Transmission,Gasoline,Black, Dubai
maybach,other,2014,1683182,176768,Sedan,12,Automatic Transmission,Gasoline,Other Color, Dubai
rolls-royce,ghost,2011,1944518,194808,Sedan,12,Automatic Transmission,Gasoline,Green, Dubai
mercedes-benz,s-class,2006,305872,195480,Coupe,8,Automatic Transmission,Gasoline,White, Dubai
renault,dokker,2013,29362,237164,Wagon,4,Manual Transmission,Gasoline,White, Dubai
bmw,x1,2005,121411,277239,SUV,4,Automatic Transmission,Gasoline,White, Dubai
mercedes-benz,glc,2010,117846,258198,SUV,4,Automatic Transmission,Gasoline,White, Dubai
audi,a8,2024,49799,163297,Sedan,8,Automatic Transmission,Gasoline,Black, Dubai
rolls-royce,cullinan,2015,2392614,143653,SUV,12,Automatic Transmission,Gasoline,Blue, Dubai
audi,rs6,2017,727007,65409,Wagon,8,Automatic Transmission,Gasoline,Black, Dubai
toyota,hilux,2016,58684,95152,Pick Up Truck,4,Automatic Transmission,Gasoline,White, Dubai
mercedes-benz,g-class,2014,1382298,237055,SUV,8,Automatic Transmission,Gasoline,Grey, Dubai
porsche,cayenne,2022,445229,289339,SUV,6,Automatic Transmission,Gasoline,Black, Abu Dhabi
bmw,x6,2021,41975,103534,SUV,6,Automatic Transmission,Gasoline,Black, Dubai
nissan,x-trail,2016,65695,270890,SUV,4,Automatic Transmission,Gasoline,White, Dubai
ford,mustang,2006,108383,148705,Sports Car,8,Manual Transmission,Gasoline,Red, Sharjah
toyota,fj-cruiser,2023,67436,125019,SUV,6,Automatic Transmission,Gasoline,Black, Abu Dhabi
cadillac,escalade,2020,464490,62003,SUV,8,Automatic Transmission,Gasoline,Grey, Dubai
hyundai,h1,2006,37685,68411,Utility Truck,4,Automatic Transmission,Diesel,Silver, Sharjah
nissan,patrol,2015,339529,264828,SUV,8,Automatic Transmission,Gasoline,Grey, Dubai
nissan,patrol,2016,120741,29587,SUV,8,Automatic Transmission,Gasoline,White, Dubai
opel,insignia,2016,50207,101057,Sedan,6,Automatic Transmission,Gasoline,Black, Dubai
bmw,4-series,2015,109054,255846,Sedan,4,Automatic Transmission,Gasoline,Grey, Dubai
volkswagen,touareg,2008,251882,43857,Utility Truck,6,Automatic Transmission,Gasoline,White, Dubai
lexus,lx-series,2006,141462,234724,SUV,8,Automatic Transmission,Gasoline,White, Dubai
lamborghini,huracan,2019,666767,257647,Coupe,10,Automatic Transmission,Gasoline,Grey, Dubai
land-rover,lr3,2005,23307,119875,SUV,8,Automatic Transmission,Gasoline,Black, Dubai
ferrari,california,2008,260445,154722,Hard Top Convertible,8,Automatic Transmission,Gasoline,Red, Dubai
dodge,charger,2010,55484,27642,Sedan,8,Automatic Transmission,Gasoline,White, Sharjah
chevrolet,malibu,2018,23616,202665,Sedan,4,Automatic Transmission,Gasoline,Other Color, Dubai
mercedes-benz,gl-class,2007,85934,231537,SUV,8,Automatic Transmission,Gasoline,Silver, Dubai
jeep,gladiator,2009,266363,62745,Pick Up Truck,6,Automatic Transmission,Gasoline,White, Dubai
kia,sorento,2022,22316,75776,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai
hyundai,tucson,2005,38351,137201,SUV,4,Automatic Transmission,Gasoline,Orange, Dubai
nissan,murano,2015,41970,26006,SUV,6,Automatic Transmission,Gasoline,White, Dubai
chevrolet,trax,2007,36323,45135,SUV,4,Automatic Transmission,Gasoline,Grey, Dubai
jeep,grand-cherokee,2013,118790,200803,SUV,8,Automatic Transmission,Gasoline,Grey, Dubai
land-rover,range-rover-evoque,2018,75153,138837,SUV,4,Automatic Transmission,Gasoline,White, Dubai
jaguar,xf,2010,83737,44807,Sedan,4,Automatic Transmission,Gasoline,Red, Dubai
lexus,rx-series,2018,158273,86196,SUV,6,Automatic Transmission,Gasoline,Silver, Dubai
land-rover,range-rover-sport,2016,114314,150367,SUV,6,Automatic Transmission,Gasoline,White, Dubai
hyundai,tucson,2016,47173,190406,SUV,4,Automatic Transmission,Gasoline,Brown, Dubai
mini,cooper,2017,63096,245172,Hatchback,4,Automatic Transmission,Gasoline,Grey, Dubai
jeep,grand-cherokee,2019,127196,126110,Other,8,Automatic Transmission,Gasoline,White, Sharjah
toyota,fj-cruiser,2015,132692,288752,SUV,6,Automatic Transmission,Gasoline,White, Dubai
tesla,model-y,2014,268232,31523,SUV,4,Automatic Transmission,Electric,White, Sharjah
land-rover,range-rover-velar,2007,270447,245703,SUV,6,Automatic Transmission,Gasoline,Gold, Sharjah
toyota,land-cruiser,2007,116912,120062,SUV,6,Automatic Transmission,Gasoline,White, Dubai
mercedes-benz,amg,2017,354994,190261,Coupe,8,Automatic Transmission,Gasoline,White, Dubai
mercedes-benz,g-class,2012,1307141,198533,SUV,8,Automatic Transmission,Gasoline,Silver, Dubai
audi,rsq3,2005,435741,221549,SUV,5,Automatic Transmission,Gasoline,Green, Dubai
audi,q7,2021,57504,161260,SUV,6,Automatic Transmission,Gasoline,Brown, Dubai
bmw,8-series,2020,370234,93850,Coupe,8,Automatic Transmission,Gasoline,Blue, Dubai
mini,cooper,2016,66317,218417,Hatchback,4,Automatic Transmission,Gasoline,Grey, Dubai
ford,expedition,2006,28103,158891,SUV,8,Automatic Transmission,Gasoline,Blue, Dubai
jaguar,xf,2024,73882,101674,Sedan,4,Automatic Transmission,Gasoline,Black, Dubai
bmw,x6,2024,121957,108687,SUV,6,Automatic Transmission,Gasoline,Black, Dubai
mercedes-benz,g-class,2024,793384,168548,SUV,8,Automatic Transmission,Gasoline,Black, Dubai
volkswagen,touareg,2019,252475,15696,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai
bmw,x6,2011,39439,245410,SUV,8,Automatic Transmission,Gasoline,Black, Dubai
dodge,charger,2015,121978,164839,Sedan,8,Automatic Transmission,Gasoline,Blue, Sharjah
mercedes-benz,g-class,2005,580265,276033,SUV,8,Automatic Transmission,Gasoline,Other Color, Dubai
mercedes-benz,gls-class,2022,378198,252515,SUV,6,Automatic Transmission,Gasoline,White, Dubai
toyota,hilux,2008,92960,197399,Pick Up Truck,4,Automatic Transmission,Gasoline,White, Dubai
audi,s3rs3,2010,141051,37576,Sedan,4,Automatic Transmission,Gasoline,Blue, Dubai
dodge,ram,2013,176733,275371,Pick Up Truck,8,Automatic Transmission,Gasoline,Black, Dubai
jeep,grand-cherokee,2022,132706,209298,SUV,6,Automatic Transmission,Gasoline,White, Abu Dhabi
toyota,land-cruiser,2010,281970,207596,SUV,6,Automatic Transmission,Gasoline,White, Dubai
mercedes-benz,s-class,2017,159461,61996,Sedan,8,Automatic Transmission,Gasoline,White, Dubai
infiniti,q80,2023,128032,235290,SUV,8,Automatic Transmission,Gasoline,Silver, Sharjah
bmw,3-series,2009,75930,74895,Sedan,4,Automatic Transmission,Gasoline,White, Dubai
audi,q7,2011,43934,42619,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai
maserati,quattroporte,2008,173235,295125,Sedan,6,Automatic Transmission,Gasoline,Blue, Dubai
toyota,sequoia,2009,32207,64323,SUV,8,Automatic Transmission,Gasoline,White, Dubai
lincoln,mkx,2012,88797,32057,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai
jeep,wrangler-unlimited,2020,123859,178065,SUV,6,Automatic Transmission,Gasoline,Silver, Sharjah
volkswagen,gti,2012,143716,83362,Hatchback,4,Automatic Transmission,Gasoline,White, Dubai
dodge,charger,2015,53096,138248,Sedan,6,Automatic Transmission,Gasoline,White, Dubai
toyota,hilux,2019,101676,30532,Pick Up Truck,4,Automatic Transmission,Gasoline,Green, Dubai
cadillac,escalade,2022,421104,73968,SUV,8,Automatic Transmission,Gasoline,Black, Dubai
maybach,other,2008,1128979,266507,SUV,8,Automatic Transmission,Gasoline,Black, Dubai
bmw,6-series,2019,202497,206714,Sedan,6,Automatic Transmission,Gasoline,Blue, Dubai
porsche,carrera,2010,214211,298525,Coupe,6,Automatic Transmission,Gasoline,Grey, Dubai
mercedes-benz,amg,2008,337062,171292,Sedan,12,Automatic Transmission,Gasoline,Black, Ajman
lamborghini,urus,2015,1215701,262644,SUV,8,Automatic Transmission,Gasoline,Green, Sharjah
mercedes-benz,gle-class,2015,159697,211850,SUV,8,Automatic Transmission,Gasoline,Burgundy, Sharjah
porsche,cayman,2014,276927,143206,Sports Car,6,Manual Transmission,Gasoline,Silver, Dubai
porsche,panamera,2019,141256,247155,Sedan,6,Automatic Transmission,Gasoline,Red, Dubai
mercedes-benz,s-class,2020,43134,237176,Sedan,8,Automatic Transmission,Gasoline,Blue, Dubai
mercedes-benz,cls-class,2014,22276,195376,Coupe,8,Automatic Transmission,Gasoline,White, Dubai
porsche,carrera,2014,343319,121105,Coupe,6,Automatic Transmission,Gasoline,White, Dubai
suzuki,jimny,2022,71795,171059,Coupe,4,Automatic Transmission,Gasoline,Black, Dubai
mercedes-benz,e-class,2011,222833,254725,Sedan,6,Automatic Transmission,Gasoline,Black, Dubai
dodge,charger,2007,83960,200822,Sedan,8,Automatic Transmission,Gasoline,White, Dubai
bmw,x5,2006,160737,187675,SUV,6,Automatic Transmission,Gasoline,Grey, Abu Dhabi
hyundai,h1,2009,23706,244047,Van,4,Automatic Transmission,Gasoline,White, Dubai
ford,f-series-pickup,2008,142079,46304,Other,6,Automatic Transmission,Gasoline,Black, Sharjah
suzuki,grand-vitara,2022,23384,65261,SUV,4,Automatic Transmission,Gasoline,Grey, Dubai
dodge,ram,2016,74145,122853,Pick Up Truck,8,Automatic Transmission,Gasoline,Black, Abu Dhabi
bmw,3-series,2005,160159,169216,Sedan,4,Automatic Transmission,Gasoline,Grey, Dubai
nissan,patrol,2019,203612,86089,SUV,6,Automatic Transmission,Gasoline,White, Dubai
mercedes-benz,gl-class,2017,105638,205851,SUV,8,Automatic Transmission,Gasoline,White, Abu Dhabi
mercedes-benz,gle-class,2011,397300,204201,SUV,6,Automatic Transmission,Gasoline,Black, Dubai
mercedes-benz,e-class,2006,273876,137443,Coupe,6,Automatic Transmission,Gasoline,Black, Sharjah
land-rover,range-rover,2022,291043,130456,SUV,6,Automatic Transmission,Gasoline,Black, Dubai
tesla,model-3,2024,194277,223659,Sedan,4,Automatic Transmission,Electric,Silver, Dubai
volkswagen,id4,2006,115892,241868,SUV,4,Automatic Transmission,Electric,Gold, Dubai
nissan,patrol,2006,92562,258793,SUV,8,Automatic Transmission,Gasoline,White, Dubai
land-rover,range-rover-sport,2010,163943,89115,SUV,8,Automatic Transmission,Gasoline,Black, Dubai
lexus,rx-series,2005,163759,268173,SUV,6,Automatic Transmission,Gasoline,White, Sharjah
nissan,patrol,2019,85048,47632,SUV,8,Automatic Transmission,Gasoline,White, Dubai
mercedes-benz,g-class,2006,1223337,264221,SUV,8,Automatic Transmission,Gasoline,Black, Dubai
mclaren,675lt,2019,689130,221219,Sports Car,8,Automatic Transmission,Gasoline,Black, Dubai
chevrolet,silverado,2022,125793,254824,SUV,8,Automatic Transmission,Gasoline,White, Sharjah
chevrolet,tahoe,2012,140385,154326,SUV,8,Automatic Transmission,Gasoline,White, Dubai
dodge,ram,2019,477337,71123,Pick Up Truck,8,Automatic Transmission,Gasoline,White, Dubai
